Geneid,Genesymbol,Genebiotype,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000156802,ATAD2,protein_coding,9949,11740,9044,8360,1539,472,627,1736
ENSG00000156804,FBXO32,protein_coding,187,240,205,213,2362,823,651,1678
ENSG00000156831,NSMCE2,protein_coding,635,722,757,959,1051,334,343,893
ENSG00000156853,ZNF689,protein_coding,537,750,576,606,308,79,152,374
ENSG00000156858,PRR14,protein_coding,3446,3590,1824,3116,366,137,119,354
ENSG00000156860,FBRS,protein_coding,3464,4150,2683,3810,550,194,243,579
ENSG00000156869,FRRS1,protein_coding,427,433,435,435,706,255,188,552
ENSG00000156873,PHKG2,protein_coding,1011,1248,842,1123,164,74,83,190
ENSG00000156875,MFSD14A,protein_coding,860,931,701,764,471,146,165,441
ENSG00000156876,SASS6,protein_coding,1587,1796,1917,1738,2214,739,795,2176
ENSG00000156885,COX6A2,protein_coding,0,0,0,0,0,0,0,0
ENSG00000156886,ITGAD,protein_coding,20,30,33,38,6,1,5,10
ENSG00000156920,ADGRG4,protein_coding,0,0,0,0,1,0,1,1
ENSG00000156925,ZIC3,protein_coding,9,6,1,2,69,20,24,62
ENSG00000156928,MALSU1,protein_coding,962,1038,1179,1447,131,37,39,157
ENSG00000156931,VPS8,protein_coding,1629,1809,1620,1998,1036,335,371,1049
ENSG00000156958,GALK2,protein_coding,545,575,711,788,113,40,33,109
ENSG00000156959,LHFPL4,protein_coding,0,1,5,1,0,0,0,0
ENSG00000156966,B3GNT7,protein_coding,1,7,2,1,198,55,69,149
ENSG00000156968,MPV17L,protein_coding,2140,2616,2765,3676,241,73,127,455
ENSG00000156970,BUB1B,protein_coding,3151,3288,2897,3282,901,255,300,831
ENSG00000156973,PDE6D,protein_coding,414,503,521,665,632,220,280,780
ENSG00000156976,EIF4A2,protein_coding,31301,33572,38272,44602,4949,1821,2235,6108
ENSG00000156983,BRPF1,protein_coding,1490,1703,1192,1451,250,72,80,297
ENSG00000156990,RPUSD3,protein_coding,902,1083,847,1327,375,131,257,664
ENSG00000157005,SST,protein_coding,0,0,0,0,0,0,0,0
ENSG00000157014,TATDN2,protein_coding,491,572,356,572,148,38,57,142
ENSG00000157017,GHRL,protein_coding,22,22,11,19,5,2,1,7
ENSG00000157020,SEC13,protein_coding,2786,3425,2858,3820,1867,606,814,2045
ENSG00000157036,EXOG,protein_coding,339,382,489,619,312,115,158,397
ENSG00000157045,NTAN1,protein_coding,1138,1281,869,975,806,257,250,637
ENSG00000157060,SHCBP1L,protein_coding,0,0,1,0,0,0,0,0
ENSG00000157064,NMNAT2,protein_coding,936,1139,1068,1410,273,107,103,329
ENSG00000157077,ZFYVE9,protein_coding,2281,2643,2092,2303,684,194,238,671
ENSG00000157087,ATP2B2,protein_coding,2,4,2,5,37,5,20,44
ENSG00000157093,LYZL4,protein_coding,0,5,2,0,0,0,0,0
ENSG00000157103,SLC6A1,protein_coding,3,4,1,0,0,0,0,2
ENSG00000157106,SMG1,protein_coding,4269,5108,4221,4603,1724,604,541,1632
ENSG00000157107,FCHO2,protein_coding,1413,1429,1059,1116,679,220,212,567
ENSG00000157110,RBPMS,protein_coding,347,404,330,552,397,110,141,370
ENSG00000157111,TMEM171,protein_coding,11,12,28,37,1011,216,159,434
ENSG00000157119,KLHL40,protein_coding,0,0,0,0,0,0,0,0
ENSG00000157131,C8A,protein_coding,0,0,0,0,0,0,0,0
ENSG00000157150,TIMP4,protein_coding,0,0,0,0,4,2,0,9
ENSG00000157152,SYN2,protein_coding,20,31,15,29,102,33,35,123
ENSG00000157168,NRG1,protein_coding,0,0,0,0,1,0,0,2
ENSG00000157181,ODR4,protein_coding,2911,3404,3487,3681,303,78,90,285
ENSG00000157184,CPT2,protein_coding,698,780,1172,1661,133,59,70,206
ENSG00000157191,NECAP2,protein_coding,524,600,402,647,781,293,324,709
ENSG00000157193,LRP8,protein_coding,1390,1644,1752,1812,561,202,303,751
ENSG00000157211,CDCP2,protein_coding,0,0,0,0,0,0,0,0
ENSG00000157212,PAXIP1,protein_coding,2458,2940,2144,2333,449,163,154,494
ENSG00000157214,STEAP2,protein_coding,29287,33900,44265,44381,526,210,385,1163
ENSG00000157216,SSBP3,protein_coding,2551,2983,1966,2640,128,50,58,159
ENSG00000157219,HTR5A,protein_coding,2155,2182,23,44,0,0,0,0
ENSG00000157224,CLDN12,protein_coding,13958,14653,6704,7073,1747,623,518,1321
ENSG00000157227,MMP14,protein_coding,27,18,13,16,7444,2836,2537,6819
ENSG00000157240,FZD1,protein_coding,1201,1468,639,789,407,182,110,270
ENSG00000157259,GATAD1,protein_coding,1602,1866,1830,2032,342,132,189,481
ENSG00000157303,SUSD3,protein_coding,0,0,0,0,61,12,34,113
ENSG00000157315,TMED6,protein_coding,22,30,11,23,12,1,4,12
ENSG00000157322,CLEC18A,protein_coding,4,0,1,0,0,0,0,0
ENSG00000157326,DHRS4,protein_coding,114,84,147,258,36,12,20,55
ENSG00000157330,C1orf158,protein_coding,134,130,48,97,0,0,0,0
ENSG00000157335,CLEC18C,protein_coding,3,1,3,0,0,0,0,0
ENSG00000157343,ARMC12,protein_coding,99,80,69,108,15,2,4,10
ENSG00000157349,DDX19B,protein_coding,269,310,263,340,99,34,38,85
ENSG00000157350,ST3GAL2,protein_coding,469,554,428,619,500,197,273,648
ENSG00000157353,FCSK,protein_coding,589,740,598,961,51,27,37,106
ENSG00000157368,IL34,protein_coding,2,3,0,0,0,0,1,0
ENSG00000157379,DHRS1,protein_coding,375,377,422,687,68,27,36,104
ENSG00000157388,CACNA1D,protein_coding,238,243,302,333,15,5,13,19
ENSG00000157399,ARSL,protein_coding,0,0,0,0,25,15,17,47
ENSG00000157404,KIT,protein_coding,23,16,1,1,7,4,1,3
ENSG00000157423,HYDIN,protein_coding,136,166,188,175,62,16,32,100
ENSG00000157426,AASDH,protein_coding,1017,1217,1240,1472,1154,472,445,1127
ENSG00000157429,ZNF19,protein_coding,299,340,272,354,36,9,26,62
ENSG00000157445,CACNA2D3,protein_coding,4,7,25,17,29,8,18,29
ENSG00000157450,RNF111,protein_coding,2588,2703,2034,2258,1455,487,433,1303
ENSG00000157456,CCNB2,protein_coding,1948,2142,2282,2356,1638,606,619,1722
ENSG00000157470,FAM81A,protein_coding,232,323,604,598,134,47,50,183
ENSG00000157483,MYO1E,protein_coding,2382,2952,765,810,4269,1408,929,2393
ENSG00000157500,APPL1,protein_coding,7128,8146,7136,7448,5525,1622,1470,4360
ENSG00000157502,PWWP3B,protein_coding,74,63,38,43,117,27,97,251
ENSG00000157510,AFAP1L1,protein_coding,19,16,16,24,242,73,83,185
ENSG00000157514,TSC22D3,protein_coding,4159,4353,1636,2341,896,223,279,676
ENSG00000157538,VPS26C,protein_coding,1356,1468,1095,1248,551,176,169,440
ENSG00000157540,DYRK1A,protein_coding,3140,3685,2661,3231,535,174,187,559
ENSG00000157542,KCNJ6,protein_coding,0,3,0,0,3,2,0,0
ENSG00000157551,KCNJ15,protein_coding,0,0,0,0,1,2,9,9
ENSG00000157554,ERG,protein_coding,9,11,34,33,2,0,0,0
ENSG00000157557,ETS2,protein_coding,631,669,348,375,1176,375,248,609
ENSG00000157570,TSPAN18,protein_coding,3,4,1,0,509,220,346,911
ENSG00000157578,LCA5L,protein_coding,204,237,279,297,26,14,6,24
ENSG00000157593,SLC35B2,protein_coding,2025,2336,1596,2285,1744,720,869,2185
ENSG00000157600,TMEM164,protein_coding,2809,3212,2384,2793,765,327,308,807
ENSG00000157601,MX1,protein_coding,696,805,512,602,30,8,18,55
ENSG00000157613,CREB3L1,protein_coding,3,0,1,2,86,21,12,60
ENSG00000157617,C2CD2,protein_coding,1226,1515,1389,1589,5657,1859,1300,3354
ENSG00000157625,TAB3,protein_coding,3382,3825,3354,3887,1045,342,332,887
ENSG00000157637,SLC38A10,protein_coding,2125,2400,2369,3748,337,133,182,354
ENSG00000157653,C9orf43,protein_coding,183,184,215,299,22,14,15,41
ENSG00000157654,PALM2AKAP2,protein_coding,285,315,430,453,1962,591,751,2157
ENSG00000157657,ZNF618,protein_coding,871,1086,1186,1335,342,106,186,543
ENSG00000157680,DGKI,protein_coding,4,3,6,5,30,4,11,25
ENSG00000157693,TMEM268,protein_coding,2133,2398,1635,2158,97,45,87,250
ENSG00000157703,SVOPL,protein_coding,0,0,3,3,1,0,0,1
ENSG00000157734,SNX22,protein_coding,146,179,150,252,268,94,91,326
ENSG00000157741,UBN2,protein_coding,2423,2962,2638,2758,978,283,301,880
ENSG00000157764,BRAF,protein_coding,2371,2609,1941,2214,1045,312,319,924
ENSG00000157765,SLC34A2,protein_coding,0,0,0,4,0,0,0,0
ENSG00000157766,ACAN,protein_coding,4,5,6,4,2,1,0,0
ENSG00000157778,PSMG3,protein_coding,771,911,862,1263,158,52,106,252
ENSG00000157782,CABP1,protein_coding,3,6,0,5,9,6,4,10
ENSG00000157796,WDR19,protein_coding,1558,1577,1612,1714,323,79,114,345
ENSG00000157800,SLC37A3,protein_coding,1221,1402,1165,1363,519,175,206,527
ENSG00000157823,AP3S2,protein_coding,713,942,750,849,174,59,103,222
ENSG00000157827,FMNL2,protein_coding,333,380,195,155,801,278,189,545
ENSG00000157833,GAREM2,protein_coding,104,119,110,288,43,19,41,109
ENSG00000157837,SPPL3,protein_coding,1019,1182,1002,1278,296,93,128,329
ENSG00000157851,DPYSL5,protein_coding,921,1017,467,717,162,24,38,122
ENSG00000157856,DRC1,protein_coding,2,2,2,2,0,0,1,0
ENSG00000157869,RAB28,protein_coding,1066,1209,1068,1173,204,58,92,221
ENSG00000157870,PRXL2B,protein_coding,1439,1745,1297,1947,1104,356,517,1400
ENSG00000157873,TNFRSF14,protein_coding,39,42,20,40,41,10,22,64
ENSG00000157881,PANK4,protein_coding,891,875,790,1067,474,144,261,638
ENSG00000157884,CIB4,protein_coding,0,1,0,1,0,0,0,0
ENSG00000157890,MEGF11,protein_coding,13,8,6,7,15,12,16,36
ENSG00000157895,C12orf43,protein_coding,637,871,893,1187,300,97,184,478
ENSG00000157911,PEX10,protein_coding,754,889,1593,2040,163,78,131,285
ENSG00000157916,RER1,protein_coding,3255,3822,4863,5930,1631,627,714,1703
ENSG00000157927,RADIL,protein_coding,27,35,34,48,10,6,11,26
ENSG00000157933,SKI,protein_coding,3805,4158,3787,4854,661,177,266,658
ENSG00000157954,WIPI2,protein_coding,1948,2107,1572,2219,1257,462,443,1111
ENSG00000157978,LDLRAP1,protein_coding,813,924,807,1065,263,109,122,309
ENSG00000157985,AGAP1,protein_coding,1326,1502,744,928,1002,330,289,842
ENSG00000157992,KRTCAP3,protein_coding,780,939,1413,1918,3,2,9,8
ENSG00000157999,ANKRD61,protein_coding,23,34,40,53,15,4,3,15
ENSG00000158006,PAFAH2,protein_coding,684,781,723,855,348,113,199,482
ENSG00000158008,EXTL1,protein_coding,3,15,23,25,3,2,7,13
ENSG00000158014,SLC30A2,protein_coding,1,1,0,5,2,0,0,4
ENSG00000158019,BABAM2,protein_coding,1369,1642,1393,1647,919,319,399,1023
ENSG00000158022,TRIM63,protein_coding,8,5,21,12,0,0,0,0
ENSG00000158023,CFAP251,protein_coding,1549,1713,328,345,61,19,14,43
ENSG00000158042,MRPL17,protein_coding,2615,3353,3127,4186,1247,423,522,1267
ENSG00000158050,DUSP2,protein_coding,509,666,137,201,20,6,31,45
ENSG00000158055,GRHL3,protein_coding,113,77,56,83,0,0,1,5
ENSG00000158062,UBXN11,protein_coding,742,672,615,969,176,66,123,299
ENSG00000158077,NLRP14,protein_coding,3,1,3,9,1,0,1,2
ENSG00000158079,PTPDC1,protein_coding,722,882,822,1273,107,48,66,130
ENSG00000158089,GALNT14,protein_coding,130,112,79,148,730,262,361,920
ENSG00000158092,NCK1,protein_coding,1256,1277,1495,1490,551,169,161,432
ENSG00000158104,HPD,protein_coding,18,34,9,11,0,0,1,2
ENSG00000158106,RHPN1,protein_coding,1358,1480,1068,1865,173,52,109,336
ENSG00000158109,TPRG1L,protein_coding,1262,1499,1376,1981,1063,383,515,1381
ENSG00000158113,LRRC43,protein_coding,0,4,3,1,1,0,0,0
ENSG00000158122,PRXL2C,protein_coding,348,372,394,510,350,102,127,331
ENSG00000158125,XDH,protein_coding,0,2,49,54,100,29,26,74
ENSG00000158156,XKR8,protein_coding,291,321,334,516,419,154,135,354
ENSG00000158158,CNNM4,protein_coding,1270,1380,1120,1719,461,168,146,380
ENSG00000158161,EYA3,protein_coding,907,1217,1547,1728,794,281,366,969
ENSG00000158163,DZIP1L,protein_coding,63,67,63,84,60,18,39,75
ENSG00000158164,TMSB15A,protein_coding,188,185,133,132,101,49,43,123
ENSG00000158169,FANCC,protein_coding,1360,1517,1502,1702,433,155,233,625
ENSG00000158186,MRAS,protein_coding,695,611,616,775,160,41,110,276
ENSG00000158195,WASF2,protein_coding,7444,8211,6919,8206,1737,629,499,1412
ENSG00000158201,ABHD3,protein_coding,575,618,1251,1560,801,268,261,702
ENSG00000158220,ESYT3,protein_coding,107,144,122,176,31,16,15,58
ENSG00000158234,FAIM,protein_coding,1437,1774,2223,2651,228,67,104,249
ENSG00000158246,TENT5B,protein_coding,4,1,1,1,10,4,15,29
ENSG00000158258,CLSTN2,protein_coding,2,6,2,11,44,15,11,43
ENSG00000158270,COLEC12,protein_coding,1866,1948,1107,1613,27,8,17,43
ENSG00000158286,RNF207,protein_coding,388,353,272,395,329,154,159,419
ENSG00000158290,CUL4B,protein_coding,5141,6264,6559,7108,5189,1773,1417,4061
ENSG00000158292,GPR153,protein_coding,378,371,74,117,813,295,250,658
ENSG00000158296,SLC13A3,protein_coding,49,46,150,197,0,0,0,1
ENSG00000158301,GPRASP2,protein_coding,1029,1159,1524,1722,49,7,29,94
ENSG00000158315,RHBDL2,protein_coding,100,154,111,124,6,1,4,8
ENSG00000158321,AUTS2,protein_coding,640,791,566,813,446,156,149,416
ENSG00000158352,SHROOM4,protein_coding,0,2,3,4,2,1,0,1
ENSG00000158373,H2BC5,protein_coding,1757,2067,1845,2329,1771,643,595,1707
ENSG00000158402,CDC25C,protein_coding,464,495,638,660,434,130,207,525
ENSG00000158406,H4C8,protein_coding,18658,19154,2230,2604,203,72,57,230
ENSG00000158411,MITD1,protein_coding,959,1041,1061,1182,551,205,200,545
ENSG00000158417,EIF5B,protein_coding,15363,18991,13896,16588,349,116,203,507
ENSG00000158423,RIBC1,protein_coding,168,206,239,311,12,10,4,14
ENSG00000158427,TMSB15B,protein_coding,3,1,3,5,36,9,7,21
ENSG00000158428,CATIP,protein_coding,10,14,10,30,2,1,0,1
ENSG00000158435,CNOT11,protein_coding,2262,2529,2236,2474,1405,590,630,1624
ENSG00000158445,KCNB1,protein_coding,15,17,7,16,21,8,5,33
ENSG00000158457,TSPAN33,protein_coding,463,558,615,920,206,86,136,362
ENSG00000158458,NRG2,protein_coding,1,2,4,6,27,14,24,90
ENSG00000158467,AHCYL2,protein_coding,650,720,683,783,270,91,108,264
ENSG00000158470,B4GALT5,protein_coding,3018,3578,3623,4523,3017,974,1205,3499
ENSG00000158473,CD1D,protein_coding,1,0,2,5,9,3,8,7
ENSG00000158477,CD1A,protein_coding,0,0,0,0,0,0,0,0
ENSG00000158480,SPATA2,protein_coding,805,786,742,1312,315,93,149,345
ENSG00000158481,CD1C,protein_coding,0,0,0,0,1,2,2,1
ENSG00000158485,CD1B,protein_coding,0,0,0,0,0,0,0,0
ENSG00000158486,DNAH3,protein_coding,7,20,78,53,9,0,0,4
ENSG00000158488,CD1E,protein_coding,0,0,0,0,1,0,0,0
ENSG00000158497,HMHB1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000158516,CPA2,protein_coding,0,0,0,0,1,1,0,0
ENSG00000158517,NCF1,protein_coding,0,1,0,0,0,0,0,1
ENSG00000158525,CPA5,protein_coding,2,3,9,6,4,1,1,6
ENSG00000158526,TSR2,protein_coding,2449,2724,2348,3356,259,77,109,325
ENSG00000158528,PPP1R9A,protein_coding,751,923,607,643,168,61,93,347
ENSG00000158545,ZC3H18,protein_coding,3900,4603,3818,4868,100,38,60,195
ENSG00000158552,ZFAND2B,protein_coding,351,468,271,424,209,68,98,228
ENSG00000158553,POM121L2,protein_coding,2,3,2,3,0,0,0,4
ENSG00000158555,GDPD5,protein_coding,56,57,53,94,662,259,296,723
ENSG00000158560,DYNC1I1,protein_coding,37,55,70,67,77,13,25,73
ENSG00000158571,PFKFB1,protein_coding,23,25,21,36,1,0,1,0
ENSG00000158578,ALAS2,protein_coding,5,6,0,3,0,0,0,0
ENSG00000158604,TMED4,protein_coding,2781,2908,3040,3891,1058,479,568,1483
ENSG00000158615,PPP1R15B,protein_coding,3526,4097,3015,3110,2199,698,687,1862
ENSG00000158623,COPG2,protein_coding,1288,1588,1670,1956,378,139,153,485
ENSG00000158636,EMSY,protein_coding,4216,4469,2670,3078,2182,701,637,1788
ENSG00000158639,PAGE5,protein_coding,0,0,1,0,0,0,0,0
ENSG00000158669,GPAT4,protein_coding,3134,3647,2706,3677,592,250,232,699
ENSG00000158683,PKD1L1,protein_coding,3,3,22,15,22,6,4,14
ENSG00000158691,ZSCAN12,protein_coding,813,1113,1061,980,80,38,63,186
ENSG00000158710,TAGLN2,protein_coding,2610,2929,2435,3800,20559,7718,5689,13208
ENSG00000158711,ELK4,protein_coding,7206,8781,6476,6983,2719,827,891,2564
ENSG00000158714,SLAMF8,protein_coding,0,0,0,0,0,0,0,0
ENSG00000158715,SLC45A3,protein_coding,11226,14214,8162,9741,937,326,197,509
ENSG00000158716,DUSP23,protein_coding,269,258,325,449,33,13,50,91
ENSG00000158717,RNF166,protein_coding,506,539,432,579,158,65,122,307
ENSG00000158747,NBL1,protein_coding,0,4,1,1,851,352,467,1062
ENSG00000158748,HTR6,protein_coding,27,20,4,18,1,2,2,5
ENSG00000158764,ITLN2,protein_coding,2,4,2,0,0,0,0,0
ENSG00000158769,F11R,protein_coding,2132,2479,3302,3565,670,211,176,495
ENSG00000158773,USF1,protein_coding,2703,3024,1820,2657,1068,328,423,1064
ENSG00000158786,PLA2G2F,protein_coding,21,29,5,3,0,0,0,0
ENSG00000158792,SPATA2L,protein_coding,148,183,154,398,14,3,7,23
ENSG00000158793,NIT1,protein_coding,680,929,858,1084,181,74,74,219
ENSG00000158796,DEDD,protein_coding,854,959,771,961,764,278,229,707
ENSG00000158805,ZNF276,protein_coding,520,628,399,576,67,25,36,103
ENSG00000158806,NPM2,protein_coding,2,2,2,1,25,6,24,50
ENSG00000158813,EDA,protein_coding,643,672,501,721,86,32,53,90
ENSG00000158815,FGF17,protein_coding,8,6,4,3,12,5,5,26
ENSG00000158816,VWA5B1,protein_coding,111,97,23,23,1,0,1,0
ENSG00000158825,CDA,protein_coding,7,4,4,8,1031,343,185,557
ENSG00000158828,PINK1,protein_coding,305,325,158,222,79,31,31,90
ENSG00000158850,B4GALT3,protein_coding,1822,2202,1629,2624,947,366,422,1099
ENSG00000158856,DMTN,protein_coding,2109,2211,1644,2393,143,62,77,213
ENSG00000158859,ADAMTS4,protein_coding,10,12,7,3,1,0,1,3
ENSG00000158863,FAM160B2,protein_coding,2237,2416,1428,2170,591,236,264,644
ENSG00000158864,NDUFS2,protein_coding,4572,5358,5057,7198,1248,405,613,1507
ENSG00000158865,SLC5A11,protein_coding,0,2,4,3,9,0,6,3
ENSG00000158869,FCER1G,protein_coding,10,13,1,7,7,5,2,10
ENSG00000158874,APOA2,protein_coding,0,3,0,1,0,0,1,0
ENSG00000158882,TOMM40L,protein_coding,413,569,490,741,190,73,119,309
ENSG00000158887,MPZ,protein_coding,9,9,7,22,0,0,0,1
ENSG00000158901,WFDC8,protein_coding,0,0,0,0,0,0,0,0
ENSG00000158941,CCAR2,protein_coding,2408,2757,1995,2857,851,301,396,972
ENSG00000158955,WNT9B,protein_coding,37,38,43,52,1,0,0,0
ENSG00000158966,CACHD1,protein_coding,21,22,79,95,428,121,174,478
ENSG00000158985,CDC42SE2,protein_coding,3193,3747,4022,4372,531,184,179,516
ENSG00000158987,RAPGEF6,protein_coding,420,389,308,340,255,93,83,186
ENSG00000159023,EPB41,protein_coding,4169,4836,5215,5487,1437,500,726,1925
ENSG00000159055,MIS18A,protein_coding,774,916,934,1056,362,159,226,572
ENSG00000159063,ALG8,protein_coding,1680,1866,2306,2558,1540,524,678,1601
ENSG00000159069,FBXW5,protein_coding,2953,3493,2124,3390,543,197,268,687
ENSG00000159079,CFAP298,protein_coding,439,451,531,622,54,17,20,55
ENSG00000159082,SYNJ1,protein_coding,1020,1252,1117,1218,415,131,139,391
ENSG00000159086,PAXBP1,protein_coding,2876,3224,2417,2438,1014,309,345,924
ENSG00000159110,IFNAR2,protein_coding,184,139,123,130,58,25,31,99
ENSG00000159111,MRPL10,protein_coding,1441,1571,1761,2342,1150,486,665,1736
ENSG00000159128,IFNGR2,protein_coding,1329,1520,1500,1901,1402,439,459,1231
ENSG00000159131,GART,protein_coding,4184,4793,5270,5724,2090,761,1074,2880
ENSG00000159140,SON,protein_coding,14197,17071,13537,14216,3761,1174,1148,3208
ENSG00000159147,DONSON,protein_coding,461,535,541,602,523,186,221,591
ENSG00000159164,SV2A,protein_coding,7,9,7,7,5,2,0,4
ENSG00000159166,LAD1,protein_coding,2331,2523,3248,5117,133,49,103,279
ENSG00000159167,STC1,protein_coding,6004,6345,134,159,8606,2838,408,1060
ENSG00000159173,TNNI1,protein_coding,444,595,251,346,0,0,3,4
ENSG00000159176,CSRP1,protein_coding,4465,5354,4158,5623,395,149,190,545
ENSG00000159182,PRAC1,protein_coding,1333,1380,1382,2671,259,92,175,382
ENSG00000159184,HOXB13,protein_coding,5963,6915,5539,7758,233,63,149,346
ENSG00000159189,C1QC,protein_coding,0,0,0,0,0,0,0,0
ENSG00000159197,KCNE2,protein_coding,1,3,1,3,0,0,0,0
ENSG00000159199,ATP5MC1,protein_coding,1090,1172,2363,3912,866,379,661,1699
ENSG00000159200,RCAN1,protein_coding,743,844,671,748,125,31,52,131
ENSG00000159202,UBE2Z,protein_coding,5052,5826,4732,6213,6348,2229,2583,6752
ENSG00000159208,CIART,protein_coding,1305,1507,325,430,370,138,69,223
ENSG00000159210,SNF8,protein_coding,709,786,701,1155,467,167,215,544
ENSG00000159212,CLIC6,protein_coding,1,2,0,2,0,0,0,0
ENSG00000159214,CCDC24,protein_coding,637,724,509,843,32,19,16,59
ENSG00000159216,RUNX1,protein_coding,65,70,81,108,2367,707,277,885
ENSG00000159217,IGF2BP1,protein_coding,0,0,0,1,9,7,10,8
ENSG00000159224,GIP,protein_coding,2,1,1,0,3,0,0,2
ENSG00000159228,CBR1,protein_coding,1126,1343,1138,1453,649,206,287,681
ENSG00000159231,CBR3,protein_coding,28,27,49,59,16,8,10,36
ENSG00000159239,RP11-523H20.5,protein_coding,0,1,5,5,0,0,1,0
ENSG00000159248,GJD2,protein_coding,0,0,0,0,0,0,0,0
ENSG00000159251,ACTC1,protein_coding,0,0,0,0,0,0,1,0
ENSG00000159256,MORC3,protein_coding,2512,2872,2022,1910,1963,653,460,1362
ENSG00000159259,CHAF1B,protein_coding,1375,1672,2152,2283,112,54,62,176
ENSG00000159261,CLDN14,protein_coding,20,33,7,7,29,6,1,16
ENSG00000159263,SIM2,protein_coding,753,845,554,649,352,100,151,325
ENSG00000159267,HLCS,protein_coding,2241,2579,2874,3183,312,94,132,318
ENSG00000159289,GOLGA6A,protein_coding,3,4,0,1,0,0,0,0
ENSG00000159307,SCUBE1,protein_coding,53,55,52,68,3,4,5,5
ENSG00000159314,ARHGAP27,protein_coding,414,456,431,585,366,144,160,389
ENSG00000159322,ADPGK,protein_coding,1900,2341,1962,2802,1055,365,464,1153
ENSG00000159335,PTMS,protein_coding,25973,27919,17800,23182,3740,1406,1836,5105
ENSG00000159337,PLA2G4D,protein_coding,860,786,57,85,15,5,1,2
ENSG00000159339,PADI4,protein_coding,3,0,0,0,9,2,5,4
ENSG00000159346,ADIPOR1,protein_coding,7658,8213,7173,9509,3443,1249,1484,4012
ENSG00000159348,CYB5R1,protein_coding,829,1122,972,1412,449,151,222,532
ENSG00000159352,PSMD4,protein_coding,3137,3749,3981,5955,1833,701,888,2342
ENSG00000159363,ATP13A2,protein_coding,869,863,674,1132,494,215,168,375
ENSG00000159374,M1AP,protein_coding,0,2,0,1,3,2,0,4
ENSG00000159377,PSMB4,protein_coding,4182,5001,4592,7144,3277,1153,1471,3864
ENSG00000159387,IRX6,protein_coding,66,76,62,77,0,0,0,0
ENSG00000159388,BTG2,protein_coding,3064,3010,2461,3524,202,73,131,373
ENSG00000159398,CES5A,protein_coding,1,1,7,8,0,0,0,0
ENSG00000159399,HK2,protein_coding,11613,13119,3742,3950,2681,943,473,1019
